GO:0000145~exocyst	100287171,10640,11336,5899,10890,7127,4735,91828,90332,283849,149371,25924,29091,54536,60412,55770,55763,23265,23233,
GO:0000151~ubiquitin ligase complex	100302652,142686,11060,11065,2861,9443,5071,9810,26261,9025,23014,10277,3303,3304,3312,3301,648,672,79184,4734,9781,7321,7324,6468,7334,7322,7332,7186,7335,9412,9354,5469,118663,399814,56254,9442,55208,84231,127544,130507,401036,79872,255488,8315,90025,55832,80204,123879,197131,23304,165918,118424,201456,64396,154214,26260,4008,136371,142685,23142,8445,9968,142678,26262,54165,90390,64395,92591,25898,6045,54737,580,84259,84246,54797,65018,11059,9477,64750,26269,10210,25897,54850,400569,54467,9604,23194,26267,26268,26234,26235,23291,26272,26223,26224,10273,10910,26994,51003,25793,25820,51130,8517,
GO:0000152~nuclear ubiquitin ligase complex	79184,9577,
GO:0000153~cytoplasmic ubiquitin ligase complex	64422,
GO:0000159~protein phosphatase type 2A complex	6801,5518,5516,5520,5515,54205,5521,5523,29966,5527,5528,5525,5526,5524,5529,51278,55844,85407,29888,5522,28227,
GO:0000164~protein phosphatase type 1 complex	80316,6992,23645,4690,5504,5499,5500,84919,153743,79660,100507444,84687,8036,
GO:0000172~ribonuclease MRP complex	10248,10775,10556,51367,10940,54913,
GO:0000176~nuclear exosome (RNase complex)	5394,5393,23404,10438,23016,118460,11340,10200,54512,56915,51010,22894,51013,
GO:0000177~cytoplasmic exosome (RNase complex)	9567,5393,23404,23016,118460,115752,11340,54512,56915,51010,23589,
GO:0000178~exosome (RNase complex)	7538,23517,5394,5393,23404,23016,118460,129563,8570,11340,10200,57379,54512,56915,51010,22894,51013,
GO:0000214~tRNA-intron endonuclease complex	283989,80746,10978,79042,
GO:0000220~vacuolar proton-transporting V-type ATPase, V0 domain	527,10312,535,533,50617,23545,
GO:0000221~vacuolar proton-transporting V-type ATPase, V1 domain	528,245973,51606,
GO:0000228~nuclear chromosome	332,9555,10592,9189,3725,7150,7153,8091,641,8359,8350,3020,5393,5888,23514,9918,63979,23064,55193,6605,54984,10472,55869,54386,23626,
GO:0000235~astral microtubule	5048,79884,146909,
GO:0000242~pericentriolar material	22995,8658,3932,6950,7283,5108,27241,64793,84376,51199,121441,55125,55112,4750,585,55755,80351,27175,51175,
GO:0000243~commitment complex	6625,6631,11338,6632,6634,11066,55015,127933,
GO:0000262~mitochondrial chromosome	11232,
GO:0000274~mitochondrial proton-transporting ATP synthase, stator stalk	10476,
GO:0000275~mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)	513,509,514,432369,
GO:0000276~mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	10632,516,522,515,518,9551,521,517,267020,
GO:0000307~cyclin-dependent protein kinase holoenzyme complex	983,339521,1019,890,595,892,1017,894,896,1164,1026,1163,1018,1021,92002,81669,57018,
GO:0000308~cytoplasmic cyclin-dependent protein kinase holoenzyme complex	5218,219771,
GO:0000322~storage vacuole	998,6810,8874,
GO:0000333~telomerase catalytic core complex	7015,23293,
GO:0000346~transcription export complex	9877,84324,8563,7919,80145,10189,79228,57187,9984,84321,84271,10482,26097,
GO:0000347~THO complex	8563,80145,79228,57187,9984,
GO:0000407~pre-autophagosomal structure	441925,9776,10533,8878,8678,4077,23130,55062,285973,25989,79065,23673,5289,55102,81671,60673,64771,53349,22878,26100,
GO:0000408~EKC/KEOPS complex	8270,112858,84520,64172,55644,51002,
GO:0000421~autophagosome membrane	345611,643246,10548,11337,9342,6185,7879,55014,11345,10241,5587,55062,285973,55054,22863,79065,25851,89849,81671,157753,440738,23766,81631,23710,84557,51100,
GO:0000438~core TFIIH complex portion of holo TFIIH complex	2966,2967,2968,
GO:0000439~core TFIIH complex	2068,2071,2965,728340,404672,
GO:0000444~MIS12/MIND type complex	11243,25936,79003,79980,
GO:0000445~THO complex part of transcription export complex	8563,80145,79228,57187,9984,84321,
GO:0000502~proteasome complex	5717,5718,10213,5688,5709,9352,5716,7466,3315,5702,5689,5682,5683,5684,5685,5696,5698,5686,5692,5694,5693,5701,5699,5704,5714,5691,5690,5713,9097,5886,5887,5710,7415,5687,10197,5700,5705,5706,51035,7337,5720,5708,9861,9690,11047,5711,197131,90637,56984,5695,5707,80227,84262,5721,29979,5719,
GO:0000506~glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	8818,5277,51227,5283,84992,5279,100996939,9091,
GO:0000775~chromosome, centromeric region	10403,332,6839,11339,5885,8658,1059,5314,5518,4288,1058,1063,10664,5516,5515,10951,1062,2332,11335,5527,8243,5525,6847,23244,55143,151246,387103,151648,401541,55166,23063,50511,91687,10735,55355,27127,25983,10274,80152,113130,11004,79075,83540,79723,3619,3070,23047,54069,7405,1616,10734,9126,27309,1788,
GO:0000776~kinetochore	1780,10403,4659,7514,9183,7756,699,9184,701,23122,5253,26039,11130,7175,324,6249,7272,5048,23468,5905,1063,5663,5664,9770,6990,4751,4928,5347,6396,6612,57122,8655,3297,1062,1060,23279,4085,10540,9793,1639,8243,3835,387103,151648,51490,23332,201161,56155,221150,92822,253635,348995,79023,81930,51112,2491,8850,54984,80152,119504,27085,81929,9212,10615,25942,11004,79902,81565,81620,64946,84148,55055,64769,3619,23219,54820,222229,10910,90417,8379,51143,
GO:0000777~condensed chromosome kinetochore	728637,201254,10671,1780,10403,332,9183,7756,699,9184,701,23122,5253,26039,11258,11130,5501,5905,1452,9735,9770,6990,4751,57122,3297,7158,4085,23421,9793,23157,8243,4735,989,54821,151246,387103,151648,51490,11243,79682,284058,23332,201161,56155,84295,284257,378708,84643,92822,253635,147841,55355,348995,79023,57082,55746,134492,25909,54984,80152,119504,81929,55839,91272,25936,283489,10615,11004,64105,84516,79172,79902,83540,81565,79003,81620,64946,79980,55055,64769,57405,3619,79019,23219,54820,10428,222229,90417,8379,51143,
GO:0000778~condensed nuclear chromosome kinetochore	701,9985,1058,1060,55320,
GO:0000779~condensed chromosome, centromeric region	1051,23310,1062,11335,9918,151648,9212,64151,
GO:0000780~condensed nuclear chromosome, centromeric region	728637,6790,26039,1059,546,1058,1060,51111,151648,84787,9212,6795,
GO:0000781~chromosome, telomeric region	7015,1111,5892,5884,9025,9401,8658,11200,3104,6118,3014,3181,1017,4361,641,7158,472,7486,11144,10728,7014,55183,23064,23293,22933,23137,84464,493861,147872,283847,84444,197370,143241,2072,84332,286053,56160,79677,7011,26277,84661,170506,64858,25913,54780,54386,51750,9894,23626,
GO:0000783~nuclear telomere cap complex	7015,2547,7520,7013,7014,65057,26277,25913,54386,
GO:0000784~nuclear chromosome, telomeric region	23347,4221,7015,8520,7517,5001,5000,23028,4683,9555,5892,9878,8658,6741,983,2067,142,5111,2547,7520,6118,7515,6672,4172,6117,328,5424,5371,5431,3018,4173,4174,4176,5501,2237,4436,23468,546,4171,3981,4361,1763,675,7013,5499,5500,8359,8350,5591,10951,3020,5813,5888,11335,472,4998,4999,545,8563,4175,7014,1642,80169,283129,55791,80145,79618,79577,9937,80335,10189,79228,100134934,84464,283847,201516,145645,57187,10111,2072,5976,255626,64859,65057,54984,9984,84321,5514,221613,56897,64421,79035,26277,55226,80351,80119,79991,64858,25913,55655,55651,54433,54386,55506,24144,23595,25777,
GO:0000785~chromatin	4221,10473,1111,7161,84629,27429,11339,55806,27243,5885,26057,4094,9878,8930,4613,3150,3151,5925,5422,1019,6118,3726,3727,824,1459,6421,894,4176,7112,4734,408,1063,7319,4171,3141,5347,9798,6663,3646,5901,7320,1460,79366,10951,5888,11335,3065,3090,3835,5469,9324,221037,4780,23244,157570,114799,25836,80335,51780,54840,23063,23304,55719,10735,195814,84893,22893,140775,91782,10274,25909,5976,27085,84944,63901,5514,11315,79075,65018,64710,79723,23047,55010,54069,10769,57597,26993,9126,26013,55818,9500,23383,
GO:0000786~nucleosome	85236,9555,5619,5620,8335,8970,3005,7141,3015,8969,286436,3014,3009,3007,3006,3013,3010,8348,3018,54145,3017,373861,8359,8347,8350,3020,3024,257218,8290,8338,8349,84656,440689,50809,440686,337873,337874,8337,440093,333932,94239,158983,317772,132243,128312,221656,23522,8971,7994,8334,8345,255626,85235,221613,8341,8331,8342,8340,84250,55766,58531,55506,
GO:0000788~nuclear nucleosome	7141,474382,474381,3008,1058,8359,8350,3020,7142,3662,8290,92815,255626,80152,8369,54737,
GO:0000789~cytoplasmic chromatin	10361,
GO:0000790~nuclear chromatin	197342,4221,6874,1676,8289,8507,401,8520,9739,6862,10622,9314,6591,23028,9555,9611,25763,8928,5884,1677,9219,4772,23492,53615,86,2099,1791,7157,8335,661,3005,3183,6667,8969,474381,367,5914,7068,3659,6722,5916,4654,6925,6929,4582,3014,3009,3007,2241,3726,3727,6886,1051,6688,1104,7515,6256,6908,9572,3013,6872,7391,2625,5080,3148,7703,54345,6774,2117,8896,6772,6778,5991,8204,4678,7319,6595,6597,2956,7290,1749,60,9464,3190,7320,4088,1869,5457,4205,3024,5467,5970,4084,2551,5888,5928,6598,2186,10036,8208,10062,10661,4773,4089,3065,864,860,1108,6877,8648,4087,2146,1874,8338,55183,148581,8337,6604,94239,341567,54840,23126,79809,10361,84193,8861,317772,171023,84464,93649,57805,80174,6601,79711,150678,57459,3066,5977,1387,2648,10111,6599,6603,1857,8334,6605,23558,146956,10635,138151,23411,1663,113130,5074,85235,10919,25946,221613,29128,6938,8929,8331,10370,116138,84265,79892,55766,54962,64710,83881,8626,23081,57332,85508,23236,6934,55723,55506,57658,8932,7227,4152,27022,8914,25842,10365,9612,9960,8202,
GO:0000791~euchromatin	1791,3297,23076,84733,29128,6045,26287,1788,
GO:0000792~heterochromatin	6839,23466,53615,7317,1656,5371,4204,7341,3297,7155,4999,23076,84733,1912,26038,29128,56916,57332,6299,8932,57167,
GO:0000793~condensed chromosome	23481,10270,8467,9555,8815,10592,2103,8940,3146,7153,1017,3148,4288,10664,3981,5888,7518,9918,6419,55183,283489,2177,9031,6795,26013,
GO:0000794~condensed nuclear chromosome	1111,6002,6839,23476,3014,1104,7283,10128,4751,5888,11144,8243,23212,339834,89765,7273,11073,10609,22920,10111,1045,84365,65083,192669,5119,120,25777,
GO:0000795~synaptonemal complex	100130958,100507650,4438,4439,8468,6853,4292,5347,7329,6847,285498,23063,84072,56159,50511,150280,10609,10388,57820,27030,10734,
GO:0000796~condensin complex	10592,23397,9918,54892,64151,10051,
GO:0000797~condensin core heterodimer	9918,
GO:0000798~nuclear cohesin complex	5885,9985,642636,
GO:0000799~nuclear condensin complex	23310,23397,9918,
GO:0000800~lateral element	101928601,9985,672,675,641,5888,171484,171483,171482,50511,147872,27127,10388,642636,3619,9126,
GO:0000801~central element	644186,6847,256126,56159,93426,56158,3619,
GO:0000802~transverse filament	6847,
GO:0000803~sex chromosome	23137,79677,
GO:0000805~X chromosome	23309,1017,
GO:0000806~Y chromosome	23309,1017,
GO:0000808~origin recognition complex	5001,5000,4998,4999,23595,23594,
GO:0000811~GINS complex	9837,84296,51659,
GO:0000812~Swr1 complex	10467,10524,57634,81611,10902,54556,10856,8607,8295,
GO:0000813~ESCRT I complex	55048,390595,155382,137492,93343,7251,89853,79720,51271,51160,
GO:0000814~ESCRT II complex	51028,11267,84313,
GO:0000815~ESCRT III complex	27243,57132,91782,92421,79643,29082,128866,5119,6683,27183,25978,51652,
GO:0000818~nuclear MIS12/MIND complex	79003,79980,
GO:0000835~ER ubiquitin ligase complex	10299,
GO:0000836~Hrd1p ubiquitin ligase complex	10956,84447,9666,6400,
GO:0000839~Hrd1p ubiquitin ligase ERAD-L complex	84447,6400,550,
GO:0000922~spindle pole	168448,644943,3796,1780,9183,284403,10636,9055,9731,8555,9525,11104,9113,7369,801,805,808,891,994,1499,23636,5905,79184,1063,9735,4751,3832,5347,8766,5516,5515,2801,1068,991,4033,4085,9094,9793,1639,4739,4926,1432,79848,642273,55200,4957,151648,199953,10129,64793,84942,84722,145508,150468,51199,79998,25886,123872,121441,282809,7840,140609,85302,134492,55112,255758,26586,11073,23331,115106,51115,54908,1663,90799,84984,151393,80254,85378,114791,55755,84902,55177,8502,990,83541,10844,93323,10300,80817,79980,79000,10783,57448,26524,11186,10210,27229,22974,27183,8556,9126,51119,90417,23255,9150,10460,8379,51143,8517,
GO:0000923~equatorial microtubule organizing center	440145,10426,85378,114791,10844,27229,
GO:0000930~gamma-tubulin complex	80184,7283,4204,5142,9793,282991,27175,10210,8409,27229,
GO:0000932~P-body	550643,92312,340152,23019,126374,197135,10456,9600,27257,5433,8651,4849,27097,1977,1512,2690,7150,5702,6737,5683,5685,1656,7538,3236,5701,1025,5395,339345,342977,5687,27258,11157,5436,84324,2553,10970,677,10957,8878,4076,9698,5093,6461,131405,9924,255967,80149,55095,149041,164668,23644,84206,219988,167227,200316,129563,196513,54464,26065,27327,23345,100131187,9125,5976,11030,140564,28960,80153,84962,90135,580,55643,440738,84271,64332,64506,85363,53339,192669,79727,26019,54542,60489,4343,192670,55802,55629,56478,4848,9337,8994,29883,25819,27161,26523,4029,11201,23112,23381,23034,23589,57819,26097,25804,51441,23741,9627,
GO:0000938~GARP complex	55275,6293,51542,738,
GO:0000939~condensed chromosome inner kinetochore	1058,4999,
GO:0000940~condensed chromosome outer kinetochore	701,1063,1062,221150,55746,348235,220134,54908,
GO:0000941~condensed nuclear chromosome inner kinetochore	79980,
GO:0000942~condensed nuclear chromosome outer kinetochore	10403,699,891,5347,
GO:0000974~Prp19 complex	5356,10286,25949,3312,5430,11338,56259,988,51340,56949,55696,57461,27339,
GO:0001401~mitochondrial sorting and assembly machinery complex	25813,
GO:0001405~presequence translocase-associated import motor	134266,80273,51025,
GO:0001518~voltage-gated sodium channel complex	6327,6323,6329,6332,6324,6331,6335,6330,6326,6328,55800,11280,6334,6336,
GO:0001520~outer dense fiber	1656,4956,146852,4957,84203,89765,113746,
GO:0001527~microfibril	2200,2201,4237,4236,4239,8076,4052,339366,79875,81794,
GO:0001533~cornified envelope	26239,5493,8796,1475,301,3848,3713,3858,3728,1832,5266,2312,6699,6704,6703,7051,4014,1830,6698,6701,6700,3849,1828,1824,7062,1823,5317,1829,1825,1041,1474,353144,353145,353133,353134,353135,353137,353131,353132,574414,149018,353142,353143,199834,353139,353140,353141,254910,23254,126638,147409,388697,2125,163778,6705,8502,5318,84518,84648,6706,6707,11187,
GO:0001534~radial spoke	345895,154313,
GO:0001536~radial spoke stalk	89876,26074,144406,
GO:0001650~fibrillar center	345630,9743,4794,10528,4781,1105,30851,4092,10537,10849,8731,5356,8467,9891,9875,8615,1736,9682,8446,5195,10522,10421,6629,4782,3215,7150,2101,5987,7430,7343,2020,2091,1936,8161,3988,2272,7013,3169,7334,5435,7341,5049,10557,8480,1601,5079,4298,55786,6598,31,8991,11262,6949,23212,23160,177,27063,1875,9013,6150,814,7296,389816,151126,26091,54862,125476,9937,339230,84752,401089,219736,9879,80709,84268,92140,221895,55578,84135,54751,123169,55269,91543,9807,6875,6239,84916,118487,114785,1663,92856,55536,63901,9020,1316,84280,84245,55339,64425,55127,79991,55249,79840,56924,54496,55145,54433,51755,29842,29997,26064,55810,27301,10892,27125,26747,51194,27330,9825,23034,51386,51087,51602,9730,26517,23594,27244,
GO:0001651~dense fibrillar component	2091,4809,
GO:0001652~granular component	6838,7123,2091,55602,
GO:0001669~acrosomal vesicle	170370,346562,647310,9043,8541,27297,10566,6690,3074,11057,646424,399968,3815,6498,1813,5566,6950,1459,4688,6691,5864,6915,56,811,1495,4521,4851,1198,3672,84651,1525,4016,646480,8751,3767,153218,729967,643394,343521,255220,408187,246777,54760,124626,9899,23237,378807,133558,347732,161514,132141,154865,90019,130026,84519,57082,219670,171169,6954,90423,11092,122258,131375,93661,90427,136332,23617,26206,83942,56164,81892,29127,55591,55521,60385,57481,11131,22994,22862,23545,10585,
GO:0001673~male germ cell nucleus	9985,7141,3014,4292,373861,7142,6847,9319,221458,11073,84517,27030,10732,10881,
GO:0001674~female germ cell nucleus	431707,
GO:0001725~stress fiber	129446,4641,3983,103910,81,23094,2317,10529,22885,7170,7168,87,4625,1535,4624,3936,10398,4627,4628,5829,7171,58,4919,7010,4486,5747,3611,2275,5239,4638,7791,989,6624,165904,79784,79778,124404,54751,10979,1265,57175,10580,50507,9260,55752,51474,10801,57216,57477,171024,23002,29109,
GO:0001726~ruffle	5420,9270,9368,4210,9788,7456,9265,10324,23242,11275,6285,3688,2934,6277,302,3678,7429,87,3936,7430,5335,5868,5921,526,4831,6249,6282,5962,4627,8826,23647,9564,382,2245,1021,5058,6093,4534,5753,8874,2017,27124,6624,154796,89846,146206,143903,152273,126432,55785,92154,23191,221472,10630,64419,81930,55616,64411,23022,54997,26084,121512,57679,54822,91663,51763,4651,51330,50855,29999,9260,56623,64092,28988,57403,4289,4646,10458,10787,23150,7094,83660,4644,23607,51429,27131,10163,
GO:0001739~sex chromatin	9555,8726,7703,6015,23512,6045,
GO:0001740~Barr body	23347,9555,3015,3020,55506,
GO:0001741~XY body	10733,23309,3014,7319,7320,7341,329,157570,63946,6599,84944,80714,1788,
GO:0001750~photoreceptor outer segment	388939,346562,7287,10692,10681,5470,8842,778,10518,611,5956,2652,3623,6010,6295,2779,2780,4117,5132,5742,5961,2767,407,4131,2776,5873,6101,768206,4952,10461,4647,5190,1258,9657,5796,2981,375298,221391,388531,94137,55212,90410,57728,25924,6103,65217,585,9742,23596,54714,51761,22941,4644,10083,
GO:0001772~immunological synapse	9306,8417,27040,8915,3383,3932,916,3002,5573,940,951,3001,7430,3958,963,923,11151,4627,7535,1845,975,5588,5795,1739,214,399,388325,84868,10015,81609,84433,30968,
GO:0001891~phagocytic cup	345611,64005,23396,7124,301,3936,11151,1785,199,10399,9322,375033,10347,84466,23208,56990,51411,27131,
GO:0001917~photoreceptor inner segment	388939,346562,7287,10681,5470,7399,10518,8787,3623,6010,2026,387715,6295,2779,2780,4117,5132,4842,407,2978,1785,6101,2782,2792,1759,4647,124590,375298,9696,128338,23035,51109,92840,585,9786,23746,2979,22941,26052,10083,
GO:0001931~uropod	8395,9051,23396,10211,3384,7430,6693,4478,4627,683,6404,2319,
GO:0001939~female pronucleus	10270,6513,6908,890,10951,55183,359787,
GO:0001940~male pronucleus	200424,6908,890,10951,55183,359787,
GO:0002079~inner acrosomal membrane	4179,9321,147744,54586,
GO:0002080~acrosomal membrane	148229,23353,5104,682,858,8153,857,2319,51365,338661,54760,124912,284359,84519,64753,11055,64518,83639,81833,
GO:0002081~outer acrosomal membrane	170370,7784,9321,54586,
GO:0002102~podosome	285590,654816,654817,9404,9948,6840,2934,6714,3936,653361,7414,7412,3190,7171,101,5782,7984,2017,6624,9644,58480,83706,134265,23022,9181,6455,64147,51411,28988,50807,85477,
GO:0002116~semaphorin receptor complex	8829,5364,8828,5362,55558,91584,5361,
GO:0002133~polycystin complex	5310,5311,
GO:0002141~stereocilia ankle link	79955,
GO:0002142~stereocilia ankle link complex	7399,
GO:0002169~3-methylcrotonyl-CoA carboxylase complex, mitochondrial	56922,64087,
GO:0002177~manchette	10121,57821,286187,136332,84223,
GO:0002178~palmitoyltransferase complex	401647,51125,51114,
GO:0002189~ribose phosphate diphosphokinase complex	5636,5634,5631,
GO:0002193~MAML1-RBP-Jkappa- ICN1 complex	4851,3516,9794,
GO:0002199~zona pellucida receptor complex	6950,3305,22948,7203,10694,10575,10576,124626,10574,
GO:0002944~cyclin K-CDK12 complex	8812,51755,
GO:0002945~cyclin K-CDK13 complex	8812,8621,
GO:0002947~tumor necrosis factor receptor superfamily complex	117584,
GO:0005575~cellular_component	92305,144404,201501,123283,343263,55206,100130988,84626,57571,101927581,646625,143872,150221,80003,387712,85455,200959,148003,390916,199800,4917,10475,9229,344148,460,10190,26239,10753,80316,23351,27299,5863,9277,8552,8933,6666,5301,758,10230,26257,26037,8562,114049,10758,3196,4007,79157,643641,10289,28952,9506,9651,1953,219333,23401,8629,27233,8293,10882,711,8654,7763,2579,11247,374286,750,8622,10220,5238,8403,9348,10842,9142,57824,1719,653247,3443,8513,1419,6343,146542,286527,55997,100463289,100616101,369,5670,5681,1418,4953,7175,6017,3272,81576,5261,6898,221823,653,6273,2197,8228,4103,4104,4105,4107,4108,4111,4885,6535,5305,7701,11162,1412,1413,11145,10281,8382,10069,59082,54065,257203,259234,374407,100862693,346547,376940,100862694,100616103,408050,4293,347148,25759,60343,271,7258,54726,729330,6041,51352,4050,5129,1762,79173,4330,22993,7024,7726,8131,645037,856,4250,5387,10046,10231,10824,1444,84099,8270,114795,5157,159163,6835,9413,80350,90332,79364,55815,54870,9208,26098,374308,25812,155185,2681,339761,51742,338773,605,84948,10233,59353,6296,10964,51239,388962,91646,3323,85013,9649,55795,493913,100652748,22996,81888,51490,84267,158427,388585,84451,25943,90874,206412,339416,139170,203197,342357,144108,55280,91369,54469,10322,22850,51149,122945,55622,440400,22932,79726,84314,29113,10917,66000,54507,54798,121549,641649,10184,442213,54532,11046,85442,55556,647219,80017,143888,345275,11227,375346,161424,340307,89890,126205,51321,55258,55863,128077,55739,100128553,220112,54733,79896,285753,151827,27079,138474,79863,2651,5003,92293,55074,200185,148014,60680,158809,80110,25841,123036,29015,54629,89894,55181,64282,58496,54868,132851,83451,130560,134430,159296,161003,140838,64850,140732,155465,140032,1767,54436,171586,152579,162979,494143,220064,11017,84078,26053,54453,220074,53358,9766,23505,23469,23117,729944,113452,57179,128218,64853,653121,79165,55277,114984,55034,112487,23559,92106,81554,84336,84439,80022,55872,220136,148534,148156,124961,114783,130540,91614,64693,51654,84677,5833,22928,83461,84727,54466,80832,84666,5370,9275,128497,6242,80757,84259,51236,83475,55969,79095,51260,79022,80222,80831,92086,83862,83856,374860,51507,8284,83895,347541,339970,84645,79058,118442,83873,56651,80705,7371,85463,60467,54112,54976,54581,81570,84221,84105,64132,57121,140850,1955,80270,51611,80352,26589,644524,51480,83891,54802,55539,64122,253190,57664,84191,79852,64771,54853,55051,80086,79609,65980,65080,54707,64149,645832,10761,57663,10110,57684,50940,64097,57129,58531,29989,94009,56935,11311,10827,56287,57105,56934,3750,9454,1154,140706,55289,55224,55092,54529,54766,29991,55350,29980,56245,28511,28512,23179,30813,11054,51734,23619,23732,51241,55370,56977,57568,57523,29893,55364,58483,85569,9399,10777,353219,27121,10428,285220,11094,23608,26973,27156,51200,170680,51427,113000,29948,27005,23131,26511,27153,11148,23092,26576,22941,63923,734,9941,22982,22904,51075,80737,63940,202,25876,9949,51127,11172,23591,10742,10022,10655,51660,9209,11166,26238,100505879,653483,
